#hg18.kgXref.kgID	hg18.kgXref.geneSymbol	hg18.knownToLocusLink.value
uc001bzm.1	AK025726	n/a
uc001bzp.1	EIF2C3	192669
uc001bzq.1	EIF2C3	192669
uc001bzo.2	EIF2C3	192669
uc001bzn.1	EIF2C3	192669
uc001bzr.1	TEKT2	27285
uc001bzs.1	h-tektin-t	27285
uc001bzt.1	ADPRHL2	54936
uc001bzu.1	arh3	54936
uc001bzz.1	MAP7D1	55700
uc001caa.1	MAP7D1	55700
uc001cab.1	MAP7D1	55700
uc001cac.1	MAP7D1	55700
uc001cad.1	MAP7D1	55700
uc001cae.2	THRAP3	9967
uc001caf.2	THRAP3	9967
uc001cag.1	THRAP3	9967
uc001cah.1	C1orf113	79729
uc009vuz.1	C1orf113	79729
uc001cbb.2	ZC3H12A	80149
uc001cbc.1	ZC3H12A	80149
uc001cbj.1	DNALI1	7802
uc001cbr.1	CDCA8	55143
uc001cbs.1	CDCA8	55143
uc001cby.2	MANEAL	149175
uc001cbx.2	MANEAL	149175
uc001cbz.2	MANEAL	149175
uc001ccd.1	C1orf122	127687
uc001ccc.1	C1orf122	127687
uc001ccb.1	C1orf122	127687
uc001ccn.2	UTP11L	51118
uc009vvm.1	UTP11L	51118
uc001cco.2	UTP11L	51118
uc001ccw.1	AKIRIN1	79647
uc001ccx.1	NDUFS5	4725
uc001ccy.1	NDUFS5	4725
uc009vvo.1	MACF1	23499
uc009vvr.1	MACF1	23499
uc009vvp.1	MACF1	23499
uc009vvs.1	MACF1	23499
uc001cda.1	MACF1	23499
uc001cdc.1	MACF1	23499
uc001cdb.1	KIAA0465	23499
uc009vvq.1	KIAA0465	23499
uc001cde.1	MACF1	23499
uc001cdf.1	MACF1	23499
uc001cdg.2	KIAA0465	23499
uc001cdh.2	MACF1	23499
uc009vvt.1	KIAA0754	643314
uc001cdi.1	BMP8A	353500
uc001cdv.1	PPIE	10450
uc001cds.1	PPIE	10450
uc001cdt.1	PPIE	10450
uc001cdw.1	PPIE	10450
uc001cdu.1	CYP-33	10450
uc001cdx.1	PPIE	10450
uc001ceu.1	MFSD2	84879
uc001cev.1	MFSD2	84879
uc009vvy.1	HMFN0656	84879
uc001cex.1	MFSD2	84879
uc001cew.1	MFSD2	84879
uc001cfa.2	CAP1	10487
uc001cey.2	CAP1	10487
uc001cez.2	CAP1	10487
uc009vvz.1	CAP1	10487
uc001cfc.2	RLF	6018
uc001cfd.2	RLF	6018
uc001cfe.2	TMCO2	127391
uc001cfg.1	ZMPSTE24	10269
uc001cfj.1	SMAP2	64744
uc001cfk.1	SMAP2	64744
uc001cfl.1	ZNF643	65243
uc001cfn.1	ZNF643	65243
uc001cfm.1	ZNF643	65243
uc001cfo.1	ZNF642	339559
uc009vwb.1	ZNF642	339559
uc001cfp.1	DEM1	64789
uc009vwc.1	DEM1	64789
uc001cfq.1	DEM1	64789
uc001cfs.1	DEM1	64789
uc001cfr.1	DEM1	64789
uc001cft.1	ZNF684	127396
uc009vwd.1	NFYC	4802
uc001cfx.2	NFYC	4802
uc001cge.2	NFYC	4802
uc001cfy.2	NFYC	4802
uc001cgb.2	NFYC	4802
uc001cgd.2	NFYC	4802
uc001cfz.2	NFYC	4802
uc001cgc.1	NFYC	4802
uc001cga.1	AK127677	4802
uc001cgf.1	CS266551	n/a
uc001cgg.1	CS548392	n/a
uc001cgh.1	KCNQ4	9132
uc001cgi.1	KCNQ4	9132
uc001cgk.2	CTPS	1503
uc001cgl.2	CTPS	1503
uc009vwe.1	CTPS	1503
uc001chc.1	GUCA2B	2981
uc001chi.2	RIMKLA	284716
uc001chl.1	PPCS	79717
uc001chk.1	PPCS	79717
uc009vwk.1	LOC728621	728621
uc001chm.2	LOC728621	728621
uc001chn.2	LOC728621	728621
uc001chp.2	DKFZp686K01114	728621
uc001chq.1	PPIH	10465
uc009vwl.1	PPIH	10465
uc001chr.2	AF086102	n/a
uc001chs.1	YBX1	4904
uc001cia.2	C1orf50	79078
uc001cic.1	ERMAP	114625
uc001cie.1	ERMAP	114625
uc001cid.1	ERMAP	114625
uc001cif.1	ERMAP	114625
uc001cig.1	ZNF691	51058
uc009vwm.1	ZNF691	51058
uc001cih.1	ZNF691	51058
uc001cii.1	ZNF691	51058
uc001cij.1	BC043541	n/a
uc001cil.1	CR621467	n/a
uc009vwn.1	AK309744	n/a
uc009vwo.1	FAM183A	440585
uc001cip.1	WDR65	149465
uc001ciq.1	WDR65	149465
uc001cis.1	TMEM125	128218
uc009vwp.1	TMEM125	128218
uc001cir.1	TMEM125	128218
uc001ciu.1	TIE1	7075
uc009vwq.1	TIE1	7075
uc001ciw.1	MPL	4352
uc009vwr.1	MPL	4352
uc001civ.2	MPL	4352
uc001cix.1	CDC20	991
uc001ciy.1	CDC20	991
uc001cjk.1	KIAA0467	23334
uc001cjh.1	C1orf84	149469
uc009vws.1	KIAA0467	23334
uc001cjl.1	KIAA0467	23334
uc001cji.1	C1orf84	149469
uc001cjr.1	PTPRF	5792
uc001cjs.1	PTPRF	5792
uc001cju.1	PTPRF	5792
uc009vwt.1	PTPRF	5792
uc001cjv.1	PTPRF	5792
uc001cjw.1	PTPRF	5792
uc001cjq.2	PTPRF	5792
uc001cjt.2	PTPRF	5792
uc001cjx.1	JMJD2A	9682
uc001cjz.1	ST3GAL3	6487
uc001ckb.1	ST3GAL3	6487
uc001ckc.1	ST3GAL3	6487
uc001ckd.1	ST3GAL3	6487
uc001cke.1	ST3GAL3	6487
uc001ckf.1	ST3GAL3	6487
uc001ckg.1	ST3GAL3	6487
uc001ckh.1	ST3GAL3	6487
uc001cki.1	ST3GAL3	6487
uc001cka.1	ST3GAL3	6487
uc001ckj.1	ST3GalIII	6487
uc009vwv.1	ST3GAL3	6487
uc009vww.1	ST3GalIII	6487
uc009vwx.1	ST3GalIII	6487
uc001ckk.1	ST3GAL3	6487
uc009vwy.1	ST3GalIII	6487
uc009vwz.1	ST3GAL3	6487
uc001ckl.1	ST3GAL3	6487
uc001ckm.1	ST3GAL3	6487
uc001cko.1	ST3GAL3	6487
uc001ckn.1	ST3GalIII	6487
uc001ckp.1	ST3GAL3	6487
uc009vxa.1	ST3GalIII	6487
uc001ckq.1	ST3GAL3	6487
uc001ckr.1	ST3GAL3	6487
uc009vwu.1	ST3GalIII	6487
uc009vxb.1	ST3GAL3	6487
uc001cks.1	ARTN	9048
uc001ckv.1	ARTN	9048
uc001cku.1	ARTN	9048
uc001ckw.1	ARTN	9048
uc001ckt.1	ARTN	9048
uc001ckx.1	IPO13	9670
uc001cky.1	IPO13	9670
uc001ckz.1	DPH2	1802
uc001cla.1	DPH2	1802
uc001clb.1	DPH2	1802
uc001cld.1	ATP6V0B	533
uc001cle.1	ATP6V0B	533
uc001clc.2	ATP6V0B	533
uc001clf.2	ATP6V0B	533
uc001clg.1	B4GALT2	8704
uc001cli.1	B4GALT2	8704
uc001clh.1	B4GALT2	8704
uc001clj.1	CCDC24	149473
uc009vxc.1	CCDC24	149473
uc001clk.2	CCDC24	149473
uc001clp.1	KLF17	128209
uc009vxf.1	KLF17	128209
uc001clo.1	BC031250	n/a
uc001clq.1	DMAP1	55929
uc001clr.1	DMAP1	55929
uc001cls.1	DMAP1	55929
uc001clv.1	RNF220	55182
uc001clw.1	RNF220	55182
uc001clx.1	RNF220	55182
uc001cly.1	RNF220	55182
uc001cma.1	C1orf164	55182
uc001clz.1	RNF220	55182
uc001cmf.1	MGC33556	n/a
uc001cmg.2	KIF2C	11004
uc001cmh.2	KIF2C	11004
uc001cmi.1	RPS8	6202
uc009vxi.1	SNORD38A	94162
uc001cmj.1	SNORD55	26811
uc001cmk.1	SNORD46	94161
uc001cml.1	SNORD38B	94163
uc001cmn.1	PLK3	1263
uc001cmo.1	FNK	1263
uc001cmq.1	AK056150	149478
uc001cmr.1	AK023857	149478
uc001cna.1	UROD	7389
uc001cnb.1	UROD	7389
uc001cnc.1	UROD	7389
uc009vxl.1	UROD	7389
uc009vxm.1	UROD	7389
uc001cne.1	HPDL	84842
uc009vxq.1	TOE1	114034
uc001cnq.2	TOE1	114034
uc001cnr.2	TOE1	114034
uc009vxv.1	MMACHC	25974
uc001cny.2	MMACHC	25974
uc001cod.1	AKR1A1	10327
uc001coe.1	AKR1A1	10327
uc001cog.1	AKR1A1	10327
uc009vxw.1	AKR1A1	10327
uc001cof.1	AKR1A1	10327
uc001coi.1	NASP	4678
uc001coh.1	NASP	4678
uc001coj.1	NASP	4678
uc001col.1	NASP	4678
uc009vxx.1	NASP	4678
uc001cok.1	NASP	4678
uc001cor.1	TMEM69	51249
uc001cov.1	MAST2	23139
uc001cow.1	MAST2	23139
uc001cpa.2	KIAA0807	23139
uc001coy.1	MAST2	23139
uc001coz.1	MAST2	23139
uc009vya.1	KIAA0807	23139
uc001cox.1	hMAST205	23139
uc009vyd.1	TSPAN1	10103
uc001cpd.2	TSPAN1	10103
uc001cpk.1	C1orf190	541468
uc001cpl.1	RAD54L	8438
uc009vye.1	RAD54L	8438
uc001cpm.1	RAD54L	8438
uc001cpp.1	UQCRH	7388
uc001cpq.1	UQCRH	7388
uc001cpr.1	NSUN4	387338
uc001cpt.1	NSUN4	387338
uc009vyg.1	NSUN4	387338
uc009vyf.1	NSUN4	387338
uc001cps.1	NSUN4	387338
uc001cpu.2	FAAH	2166
uc001cpv.2	DKFZp434A091	2166
uc001cpx.1	DMBX1	127343
uc001cpw.1	DMBX1	127343
uc001cqj.2	C1orf223	374973
uc001cqn.2	CYP4B1	1580
uc001cqm.2	CYP4B1	1580
uc009vym.1	CYP4B1	1580
uc009vyl.1	CYP4B1	1580
uc001cqt.1	CYP4X1	260293
uc001cqs.1	CYP4X1	260293
uc001cqr.1	CYP4X1	260293
uc001cqu.1	CYP4Z1	199974
uc001cqv.1	CYP4A22	284541
uc009vyo.1	CYP4A22	284541
uc009vyp.1	CYP4A22	284541
uc001cri.1	CMPK1	51727
uc001crh.1	CMPK1	51727
uc001crk.1	FOXE3	2301
uc001crm.1	FOXD2	2306
uc009vyr.1	BC016143	n/a
uc009vys.1	BC016143	n/a
uc001crn.1	SLC5A9	200010
uc001cro.1	SLC5A9	200010
uc001crp.1	SLC5A9	200010
uc009vyt.1	SLC5A9	200010
uc001csb.1	ELAVL4	1996
uc001csc.2	ELAVL4	1996
uc001csa.2	ELAVL4	1996
uc001cry.2	ELAVL4	1996
uc001crz.2	ELAVL4	1996
uc009vyu.1	ELAVL4	1996
uc001csf.1	CDKN2C	1031
uc001csg.1	CDKN2C	1031
uc001csh.1	C1orf185	284546
uc001csi.2	RNF11	26994
uc001cst.1	OSBPL9	114883
uc001csu.1	OSBPL9	114883
uc001csv.1	OSBPL9	114883
uc001csw.1	OSBPL9	114883
uc001csy.1	OSBPL9	114883
uc001cta.1	OSBPL9	114883
uc001csz.1	OSBPL9	114883
uc009vza.1	OSBPL9	114883
uc001css.1	OSBPL9	114883
uc001csx.1	OSBPL9	114883
uc001ctb.1	OSBPL9	114883
uc001ctk.1	BTF3L4	91408
uc001ctl.1	BTF3L4	91408
uc001ctm.1	BTF3L4	91408
uc001cto.1	ZFYVE9	9372
uc001ctp.1	ZFYVE9	9372
uc001ctn.1	ZFYVE9	9372
uc001ctv.2	PRPF38A	84950
uc001ctw.2	PRPF38A	84950
uc001cue.1	GPX7	2882
uc001cuf.1	FAM159A	348378
uc001cuh.2	UNQ2783	348378
uc001cug.1	FAM159A	348378
uc001cuj.1	ZYG11B	79699
uc009vzg.1	ZYG11B	79699
uc009vzh.1	ZYG11B	79699
uc001cul.1	ZYG11A	n/a
uc001cuk.1	BC119789	n/a
uc001cum.1	DQ589559	n/a
uc001cur.1	SCP2	6342
uc001cuq.1	SCP2	6342
uc001cut.1	SCP2	6342
uc001cuu.1	SCP2	6342
uc001cus.1	SCP2	6342
uc009vzi.1	SCP2	6342
uc001cuv.1	PODN	127435
uc001cuw.1	PODN	127435
uc001cva.1	AX748428	n/a
uc001cvb.2	CPT2	1376
uc001cvg.2	BC033363	n/a
uc001cvn.1	AK097571	n/a
uc001cvq.1	DMRTB1	63948
uc001cvz.1	DIO1	1733
uc001cwa.1	DIO1	1733
uc001cwb.1	DIO1	1733
uc001cwc.1	DIO1	1733
uc001cwd.1	DIO1	1733
uc001cwe.1	DIO1	1733
uc001cwf.1	DIO1	1733
uc001cwg.1	DIO1	1733
uc009vzl.1	DIO1	1733
uc001cwj.1	LRRC42	115353
uc001cwl.1	LRRC42	115353
uc001cwk.1	LRRC42	115353
uc009vzm.1	LRRC42	115353
uc001cwt.1	C1orf83	127428
uc001cwu.1	C1orf83	127428
uc001cxa.2	MRPL37	51253
uc001cxb.1	MRPL37	51253
uc001cxc.2	MRPL37	51253
uc009vzp.1	MRPL37	51253
uc001cxi.1	CR596789	n/a
uc001cxm.1	ACOT11	26027
uc001cxl.1	ACOT11	26027
uc001cxj.1	KIAA0707	26027
uc001cxk.2	ACOT11	26027
uc001cxp.1	C1orf175	374977
uc001cxx.2	TTC4	7268
uc001cxq.1	TTC4	374977
uc001cxs.1	DKFZp434K085	374977
uc001cxt.1	C1orf175	374977
uc009vzq.1	DKFZp434K085	374977
uc001cxr.1	DKFZp434K085	374977
uc001cxv.1	TTC4	7268
uc001cxw.2	TTC4	7268
uc009vzr.1	C1orf175	374977
uc001cxu.2	DKFZp434K085	374977
uc001cxo.1	C1orf175	374977
uc001cya.2	C1orf177	163747
uc001cyb.2	C1orf177	163747
uc001cyd.1	TMEM61	199964
uc001cye.1	BSND	7809
uc001cyf.1	PCSK9	255738
uc001cyi.1	AK127270	n/a
uc001cyk.2	PRKAA2	5563
uc001cyo.1	C8A	731
uc001cyv.1	BC033978	n/a
uc001cyu.1	BC047487	n/a
uc001czf.1	AK055150	n/a
uc009wac.1	FGGY	55277
uc001czi.2	FGGY	55277
uc001czj.2	FGGY	55277
uc001czk.2	FGGY	55277
uc001czh.2	FGGY	55277
uc001czl.2	FGGY	55277
uc001czm.2	FGGY	55277
uc001czg.2	FGGY	55277
uc001czn.2	BC042048	n/a
uc001czo.1	HOOK1	51361
uc009wad.1	HOOK1	51361
uc001czp.1	HOOK1	51361
uc001czv.1	NFIA	4774
uc001czw.1	NFIA	4774
uc001czx.1	KIAA1439	4774
uc009wae.1	KIAA1439	4774
uc001czy.1	AF086381	4774
uc001dab.1	INADL	10207
uc009waf.1	INADL	10207
uc001daa.2	INADL	10207
uc001dac.2	hINADL	10207
uc001dad.2	INADL	10207
uc009wag.1	INADL	10207
uc001dae.2	L1TD1	54596
uc001dal.1	USP1	7398
uc001daj.1	USP1	7398
uc001dak.1	USP1	7398
uc001das.1	ANGPTL3	27329
uc001dat.1	ATG4C	84938
uc001dau.1	ATG4C	84938
uc001dax.2	FOXD3	27022
uc009wai.1	ALG6	29929
uc001daz.1	ALG6	29929
uc009waj.1	ALG6	29929
uc001dbf.1	EFCAB7	84455
uc001dbg.1	DLEU2L	79469
uc001dbh.1	PGM1	5236
uc001dbj.2	ROR1	4919
uc001dbi.2	ROR1	4919
uc001dbm.2	CR594506	n/a
uc001dbn.1	UBE2U	148581
uc001dbo.1	CACHD1	57685
uc001dbq.1	CACHD1	57685
uc001dbp.1	CACHD1	57685
uc001dbs.1	RAVER2	55225
uc001dbt.1	RAVER2	55225
uc001dby.1	AK3L1	205
uc001dbz.1	AK3L1	205
uc001dca.1	AK3L1	205
uc009wan.1	AK3L1	205
uc001dcd.1	DNAJC6	9829
uc001dce.1	DNAJC6	9829
uc001dcc.1	DNAJC6	9829
uc001dcb.1	AK123450	n/a
uc001dcg.1	LEPR	3953
uc001dch.1	LEPR	3953
uc001dci.1	LEPR	3953
uc001dcf.1	LEPROT	54741
uc001dcj.1	LEPR	3953
uc001dck.1	LEPR	3953
uc009waq.1	LEPROT	3953
uc009wap.1	LEPROT	54741
uc009wao.1	LEPROT	3953
uc001dcn.1	PDE4B	5142
uc001dco.1	PDE4B	5142
uc001dcp.1	PDE4B	5142
uc001dcq.1	PDE4B	5142
uc009war.1	PDE4B	5142
uc009was.1	PDE4B	5142
uc001dcr.1	SGIP1	84251
uc001dcs.1	SGIP1	84251
uc009wat.1	SGIP1	84251
uc001dct.1	SGIP1	84251
uc001dcu.1	SGIP1	84251
uc001dcv.1	TCTEX1D1	200132
uc009wau.1	TCTEX1D1	200132
uc009wav.1	TCTEX1D1	200132
uc001ddb.1	MIER1	57708
uc001ddc.1	MIER1	57708
uc001ddd.1	MIER1	57708
uc001dde.1	MIER1	57708
uc001ddi.1	MIER1	57708
uc001ddj.1	MIER1	57708
uc001ddf.1	MIER1	57708
uc001ddg.1	MIER1	57708
uc009way.1	MIER1	57708
uc001ddh.1	MIER1	57708
uc001dda.2	MIER1	57708
uc001ddo.1	IL23R	149233
uc009waz.1	IL23R	149233
uc001ddp.1	IL-23R	149233
uc001ddq.1	IL23R	149233
uc001ddr.1	IL-23R	149233
uc001dds.1	IL23R	149233
uc001ddt.1	IL23R	149233
uc001ddu.1	IL12RB2	3595
uc009wba.1	IL12RB2	3595
uc001ddz.1	GADD45A	1647
uc009wbb.1	GADD45A	1647
uc009wbc.1	GADD45A	1647
uc009wbd.1	GADD45A	1647
uc001deb.1	AK124028	n/a
uc001dec.1	AK096081	n/a
uc001den.2	BC020917	n/a
uc001dep.1	LRRC7	57554
uc009wbg.1	LRRC7	57554
uc001deq.1	LRRC7	57554
uc001deo.1	LRRC7	57554
uc009wbh.1	PIN1L	5301
uc001des.1	SFRS11	9295
uc001det.1	SFRS11	9295
uc001deu.1	SFRS11	9295
uc001dev.1	SFRS11	9295
uc001dew.1	SFRS11	9295
uc009wbi.1	SFRS11	9295
uc009wbj.1	SFRS11	9295
uc001dez.1	HHLA3	11147
uc001dfb.1	HHLA3	11147
uc001dfa.1	HHLA3	11147
uc001dfc.1	HHLA3	11147
uc001dfd.1	CTH	1491
uc001dfe.1	CTH	1491
uc009wbl.1	CTH	1491
uc001dff.2	BC041441	n/a
uc001dfr.2	BC070115	n/a
uc001dfu.1	BC054887	n/a
uc001dfx.2	BC041341	n/a
uc001dge.1	TNNI3K	51086
uc001dgf.1	TNNI3K	51086
uc001dgb.1	FPGT	8790
uc001dgd.2	TNNI3K	51086
uc001dgc.1	TNNI3K	51086
uc001dgh.2	CR627203	n/a
uc001dgn.1	TYW3	127253
uc001dgo.1	LHX8	431707
uc001dgq.1	LHX8	431707
uc001dgw.2	ACADM	34
uc009wbp.1	ACADM	34
uc009wbq.1	ACADM	34
uc009wbr.1	ACADM	34
uc001dgx.2	ACADM	34
uc009wbs.1	ACADM	34
uc001dhd.1	MSH4	4438
uc001dgy.1	RABGGTB	5876
uc009wbv.1	SNORD45B	26804
uc009wbu.1	SNORD45A	26805
uc001dgz.2	SNORD45C	692085
uc009wbt.1	RABGGTB	5876
uc001dha.1	RABGGTB	5876
uc001dhc.1	RABGGTB	5876
uc001dhh.1	ST6GALNAC3	256435
uc001dhg.2	ST6GALNAC3	256435
uc001dhi.1	ST6GALNAC5	81849
uc009wbw.1	ST6GALNAC V	81849
uc001dhj.2	AF131837	81849
uc009wby.1	LOC645441	645441
uc001dhn.1	AK5	26289
uc001dho.1	AK5	26289
uc001dhm.1	AK5	26289
uc001dhx.1	FAM73A	374986
uc001dhy.1	FAM73A	374986
uc001dic.2	NEXN	91624
uc009wcb.1	NEXN	91624
uc001dif.1	NEXN	91624
uc001dib.2	NEXN	91624
uc001did.1	NEXN	91624
uc001dia.2	NEXN	91624
uc001dig.2	NEXN	91624
uc001dij.1	DNAJB4	11080
uc001dik.1	GIPC2	54810
uc001dil.1	AX747165	n/a
uc009wcc.1	BC015860	n/a
uc001dim.1	PTGFR	5737
uc001din.1	PTGFR	5737
uc001dip.2	IFI44	10561
uc001dio.2	IFI44L	10964
uc001diu.1	LPHN2	23266
uc001div.1	LPHN2	23266
uc009wcd.1	LPHN2	23266
uc001dit.2	LPHN2	23266
uc001diw.1	LPHN2	23266
uc009wce.1	LPHN2	23266
uc001dis.1	KIAA0786	23266
uc001diy.2	BC043544	n/a
uc001djj.1	PRKACB	5567
uc001djl.1	PRKACB	5567
uc001dji.1	PRKACB	5567
uc001djp.1	PRKACB	5567
uc001djn.1	PRKACB	5567
uc001djk.1	PRKACB	5567
uc001djq.1	PRKACB	5567
uc009wcf.1	PRKACB	5567
uc001djo.1	PRKACB	5567
uc001djm.1	PRKACB	5567
uc001djh.1	BC037304	5567
uc001djr.1	SAMD13	148418
uc001djs.1	SAMD13	148418
uc001djt.1	DNASE2B	58511
uc001dju.1	DNASE2B	58511
uc009wch.1	DNASE2B	58511
uc001djv.2	BXDC5	80135
uc001djz.1	SPATA1	64173
uc001djy.1	SPATA1	64173
uc001djx.2	SPATA1	64173
uc001dkt.1	WDR63	126820
uc009wcl.1	WDR63	126820
uc001dla.1	AK125723	n/a
uc001dld.1	DQ593937	n/a
uc001dle.1	CYR61	3491
uc001dlg.1	CYR61	3491
uc009wcp.1	Y09859	3491
uc001dlr.2	CLCA2	9635
uc001dlt.1	CLCA1	1179
uc001dls.1	CLCA1	1179
uc009wcs.1	CLCA4	22802
uc009wct.1	CaCC2	22802
uc009wcu.1	CaCC2	22802
uc001dlv.1	CLCA3	9629
uc001dlw.1	SH3GLB1	51100
uc001dlx.1	SH3GLB1	51100
uc001dly.1	SH3GLB1	51100
uc001dlz.1	KIAA0491	51100
uc001dmd.1	HS2ST1	9653
uc001dme.1	HS2ST1	339524
uc001dmc.2	HS2ST1	9653
uc001dmf.1	LOC339524	339524
uc001dmg.2	LOC339524	339524
uc001dmi.1	LMO4	8543
uc001dmj.1	LMO4	8543
uc001dmn.1	PKN2	5586
uc009wcv.1	PKN2	5586
uc001dmm.1	PKN2	5586
uc001dnf.2	GBP6	163351
uc009wcy.1	LOC400759	400759
uc001dnj.1	LRRC8B	23507
uc001dnh.1	LRRC8B	23507
uc001dni.1	LRRC8B	23507
uc001dnl.2	LRRC8C	84230
uc001dnn.1	LRRC8D	55144
uc009wcz.1	LRRC8D	55144
uc001dnm.1	LRRC8D	55144
uc001dnq.2	ZNF326	284695
uc001dnp.2	ZNF326	284695
uc009wda.1	ZNF326	284695
uc001dnr.2	ZNF326	284695
uc001doe.1	CDC7	8317
uc001dof.1	CDC7	8317
uc009wdc.1	CDC7	8317
uc009wdd.1	CDC7	8317
uc001dog.1	HSP90B3P	343477
uc001dom.2	BRDT	676
uc001dok.2	BRDT	676
uc001dol.2	BRDT	676
uc009wdf.1	BRDT	676
uc001don.1	ABHD7	253152
uc001doo.1	BTBD8	284697
uc001dop.1	KIAA1107	23285
uc001doq.1	C1orf146	388649
uc001dot.1	RPAP2	79871
uc009wdh.1	RPAP2	79871
uc001doz.1	RPL5	6125
uc009wdi.1	SNORA66	26782
uc001dpe.2	SNORD21	6083
uc001dpa.1	RPL5	6125
uc001dpb.1	RPL5	6125
uc001dpd.1	RPL5	6125
uc009wdj.1	MTF2	22823
uc001dpj.2	MTF2	22823
uc009wdk.1	MTF2	22823
uc001dpi.2	MTF2	22823
uc001dpl.2	MTF2	22823
uc001dph.2	M96	22823
uc001dpm.2	MTF2	22823
uc001dpq.1	CCDC18	343099
uc009wdl.1	CCDC18	343099
uc001dpr.1	CCDC18	343099
uc001dpu.1	DR1	1810
uc001dpv.1	FNBP1L	54874
uc001dpw.1	FNBP1L	54874
uc009wdn.1	AK307291	n/a
uc001dqe.1	AX746627	n/a
uc001dqn.2	ABCD3	5825
uc001dqm.2	ABCD3	5825
uc009wdr.1	ABCD3	5825
uc001dqo.2	ABCD3	5825
uc001dqv.2	SLC44A3	126969
uc001dqw.2	SLC44A3	126969
uc001dqx.2	SLC44A3	126969
uc009wds.1	UNQ558	126969
uc001drb.1	TMEM56	148534
uc009wdu.1	RWDD3	25950
uc001drf.2	RWDD3	25950
uc001drd.2	TMEM56	25950
uc001drc.1	TMEM56	148534
uc001drh.2	RWDD3	25950
uc009wdv.1	DKFZp566K023	25950
uc001drg.2	RWDD3	25950
uc001dri.2	RWDD3	25950
uc009wdt.1	RWDD3	25950
uc001drl.2	BC067883	n/a
uc001drq.1	PTBP2	58155
uc001drn.1	PTBP2	58155
uc001dro.1	PTBP2	58155
uc001drr.1	PTBP2	58155
uc009wdw.1	PTBLP	58155
uc001drp.1	PTBLP	58155
uc001drs.1	PTBLP	58155
uc001drt.1	PTBLP	58155
uc001dru.1	PTBLP	58155
uc001drm.1	PTBLP	58155
uc001drz.1	SNX7	51375
uc001dsa.1	SNX7	51375
uc001dsd.1	AK095544	n/a
uc001dse.1	LPPR4	9890
uc001dsg.1	PALMD	54873
uc001dsf.1	PALMD	54873
uc001dsm.1	AGL	178
uc001dsj.1	AGL	178
uc001dsk.1	AGL	178
uc001dsi.1	AGL	178
uc001dsl.1	AGL	178
uc001dsn.1	AGL	178
uc001dsp.1	SLC35A3	23443
uc001dsq.1	SLC35A3	23443
uc001dsr.1	SLC35A3	23443
uc001dss.1	SLC35A3	23443
uc009wdy.1	SLC35A3	23443
uc001dst.1	HIAT1	64645
uc001dsv.1	CCDC76	54482
uc009wea.1	CCDC76	54482
uc001dtc.1	RTCD1	8634
uc001dtd.1	RTCD1	8634
uc001dtg.2	CDC14A	8556
uc001dtf.2	CDC14A	8556
uc001dte.2	CDC14A	8556
uc009wee.1	CDC14A	8556
uc009wed.1	CDC14A	8556
uc009web.1	CDC14A	8556
uc009wec.1	CDC14A	8556
uc001dth.1	GPR88	54112
uc009wef.1	GPR88	54112
uc001dti.1	VCAM1	7412
uc001dtj.1	VCAM1	7412
uc001dto.1	SLC30A7	148867
uc001dtn.1	SLC30A7	148867
uc001dtp.1	BX648884	148867
uc001dua.2	BX538249	n/a
uc001duc.2	BC045807	n/a
uc001dub.2	CR609843	n/a
uc001dud.2	S1PR1	1901
uc009weg.1	S1PR1	1901
uc001duq.1	AMY2B	280
uc001duo.1	AMY2B	280
uc001dup.1	AMY2B	280
uc001dur.1	AMY2B	648740
uc009wej.1	AMY2A	280
uc009wei.1	AMY2A	648740
uc001dus.1	KIAA1839	280
uc001dut.1	AMY2A	279
uc001duv.1	AMY1B	276
uc001duu.1	AMY1A	276
uc001duz.1	AMY1B	276
uc001duy.1	AMY1A	276
uc001dvb.1	PRMT6	55170
uc001dvh.2	NTNG1	22854
uc001dvf.2	NTNG1	22854
uc001dvc.2	NTNG1	22854
uc001dvd.1	NTNG1	22854
uc001dve.1	KIAA0976	22854
uc009wek.1	KIAA0976	22854
uc009wel.1	KIAA0976	22854
uc001dvg.1	KIAA0976	22854
uc009wem.1	KIAA0976	22854
uc001dvi.1	NTNG1	22854
uc001dvq.2	NBPF5	n/a
uc001dvr.1	CR593862	n/a
uc009wep.1	NBPF4	653149
uc009weq.1	NBPF4	653149
uc001dvs.2	FAM102B	284611
uc001dvv.2	PRPF38B	55119
uc001dvw.2	DKFZp434O1172	55119
uc001dvx.1	FNDC7	163479
uc001dvy.1	STXBP3	6814
uc001dvz.1	UNC-18c	6814
uc001dwc.2	AY312144	n/a
uc001dwd.2	GPSM2	29899
uc001dwn.1	TMEM167B	56900
uc009weu.1	TMEM167B	56900
uc001dwo.1	SCARNA2	677766
uc001dwq.1	KIAA1324	57535
uc009wex.1	KIAA1324	57535
uc009wey.1	KIAA1324	57535
uc001dwr.1	KIAA1324	57535
uc001dws.1	KIAA1324	57535
uc009wez.1	KIAA1324	57535
uc001dwu.1	SARS	6301
uc001dwv.1	SARS	6301
uc001dww.1	SARS	6301
uc001dwx.1	SARS	6301
uc009wfa.1	SARS	6301
uc001dwy.1	SARS	6301
uc001dwt.1	SARS	6301
uc001dwz.1	SARS	6301
uc001dxa.2	CELSR2	1952
uc001dxp.1	SYPL2	284612
uc001dxo.2	SYPL2	284612
uc001dxq.2	SYPL2	284612
uc001dxr.1	ATXN7L2	127002
